Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference	Organism group	Strain	Location	Isolation source	Isolation type	Host	Assembly	Collection date	Contig coverage	Assembly coverage
Escherichia coli	WP_023408309.1	SAMN14134960	PDT000708202.1	NZ_JAALAK010000081.1	2288	3100	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M-C45-X3	China: Shandong		environmental/other	Swine	GCA_011077135.1	2017	0	0
Escherichia coli	WP_023408309.1	SAMN14134943	PDT000708208.1	NZ_JAALAY010000111.1	320	1132	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M-10-X3	China: Shandong		environmental/other	Chicken	GCA_011077435.1	2018	0	0
Escherichia coli	WP_023408309.1	SAMN14134944	PDT000708209.1	NZ_JAALAX010000108.1	2288	3100	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M-11-X3	China: Shandong		environmental/other	Chicken	GCA_011077465.1	2018	0	0
Escherichia coli	WP_023408309.1	SAMN13668970	PDT000709975.1	NZ_WUBW01000034.1	2316	3128	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCNJ06	China: Sichuan	sputum	clinical	Homo sapiens	GCA_011379085.1	18-Oct	0	0
Escherichia coli	WP_004201164.1	SAMN13829698	PDT000769383.1	NZ_JABANQ010000098.1	3617	4429	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CP9	Qatar:Doha	Rectal swab	clinical	Homo sapiens	GCA_013361265.1	2018/7/14	20	24
Escherichia coli	WP_004201164.1	SAMN13155541	PDT000769705.2	NZ_WUUG01000006.1	8268	9080	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MS6194	India: South	urine	clinical	Homo sapiens	GCA_013363225.1	2003/2009	0	0
Escherichia coli	WP_004201164.1	SAMN13155541	PDT000769705.2	NZ_WUUG01000022.1	71962	72774	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MS6194	India: South	urine	clinical	Homo sapiens	GCA_013363225.1	2003/2009	0	0
Escherichia coli	WP_004201164.1	SAMN13155542	PDT000769712.2	NZ_JABWHW010000017.1	126985	127797	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MS6201	India: New Delhi	environmental	environmental/other		GCA_013363415.1	2003/2009	0	0
Escherichia coli	WP_004201164.1	SAMN13155542	PDT000769712.2	NZ_JABWHW010000018.1	115938	116750	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MS6201	India: New Delhi	environmental	environmental/other		GCA_013363415.1	2003/2009	0	0
Escherichia coli	WP_023408309.1	SAMN14986806	PDT000774070.1	NZ_JABXOE010000004.1	22271	23083	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SY3626	China: Sichuan	chicken meat	environmental/other		GCA_013375195.1	2020	0	0
Escherichia coli	WP_004201164.1	SAMN14351533	PDT000774422.1	NZ_CP049968.1	130724	131536	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ARL09/232	New Zealand	urine	clinical	Homo sapiens	GCA_013376575.1	2009	94	74
Escherichia coli	EFP5674337.1	SAMN15583078	PDT000792762.1	AATVML010000184.1	1215	2027	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	sputum	clinical	Homo sapiens	GCA_013447795.1	2020	20	31
Escherichia coli	EFP5674630.1	SAMN15583078	PDT000792762.1	AATVML010000335.1	207	1019	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	sputum	clinical	Homo sapiens	GCA_013447795.1	2020	16	31
Escherichia coli	EFP5409426.1	SAMN15587352	PDT000793098.1	AATVJL010000087.1	5761	6573	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	blood	clinical	Homo sapiens	GCA_013443175.1	2020	17	44
Escherichia coli	EFP5409786.1	SAMN15587352	PDT000793098.1	AATVJL010000179.1	7	819	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	blood	clinical	Homo sapiens	GCA_013443175.1	2020	14	44
Escherichia coli	EGE8304588.1	SAMN15587922	PDT000793108.1	AAVVWN010000087.1	379	1191	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	urine	clinical	Homo sapiens	GCA_014446715.1	2020	98	89
Escherichia coli	EGE8304899.1	SAMN15587922	PDT000793108.1	AAVVWN010000159.1	8420	9232	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	microbial	USA	urine	clinical	Homo sapiens	GCA_014446715.1	2020	93	89
Escherichia coli	WP_023408309.1	SAMN15502380	PDT000794821.1	NZ_CP059006.1	14348	15160	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	2D	China: Yueqing	blood	clinical	Homo sapiens	GCA_013425955.1	2019/1/26	0	0
Escherichia coli	WP_004201164.1	SAMN15487119	PDT000797199.1	NZ_JACCKG010000030.1	6845	7657	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	005008R1	"China: Chengdu, Sichuan"		environmental/other		GCA_013504715.1	2018	0	0
Escherichia coli	WP_004201164.1	SAMN15487120	PDT000797246.1	NZ_JACCKF010000033.1	40206	41018	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	005008R2	"China: Chengdu, Sichuan"		environmental/other		GCA_013520875.1	2018	0	0
Escherichia coli	WP_023408309.1	SAMN15543098	PDT000797356.1	NZ_CP059286.1	22271	23083	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SY3626_hybrid	China: Sichuan	chicken meat	environmental/other		GCA_013694345.1	2020	0	0
Escherichia coli	WP_023408309.1	SAMN12261840	PDT000668918.1	NZ_VKIH01000160.1	526	1338	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SL16	France	Rectal swab	clinical	Homo sapiens	GCA_009909735.1	2014	0	0
Escherichia coli	WP_004201164.1	SAMN12261843	PDT000668926.1	NZ_VKIE01000079.1	12087	12899	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	LB04	France	Rectal swab	clinical	Homo sapiens	GCA_009909915.1	2014	0	0
Escherichia coli	WP_023408309.1	SAMN11399361	PDT000499079.1	NZ_SWMG01000059.1	457	1269	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SIEC018	Thailand	stool	clinical	Homo sapiens	GCA_005145995.1	2017/11/24	108	116
Escherichia coli	WP_023408309.1	SAMN11399414	PDT000499083.1	NZ_SWML01000054.1	573	1385	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SIEC084	Thailand	urine	clinical	Homo sapiens	GCA_005146175.1	2017/11/23	513	242
Escherichia coli	WP_063860861.1	SAMN06231252	PDT000215970.2	NZ_CP032878.1	37882	38694	-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC000837	"China: Sichuan, Chengdu"		clinical	Homo sapiens	GCA_002164595.2	16-Oct	993	251
Escherichia coli	WP_063860861.1	SAMN06909153	PDT000215971.4	NZ_CP022226.2	37874	38686	-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC96200	"China: Sichuan, Chengdu"		clinical	Homo sapiens	GCA_002164635.4	15-Aug	959	272
Escherichia coli	WP_063860861.1	SAMN06909152	PDT000215972.3	NZ_CP028588.1	38401	39213	-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC4533	"China: Sichuan, Chengdu"		clinical	Homo sapiens	GCA_002164645.3	15-Aug	1216	257
Escherichia coli	WP_023408309.1	SAMN06909180	PDT000215973.2	NZ_CP034965.1	14348	15160	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC020032	China: Sichuan		clinical	Homo sapiens	GCA_002164865.2	16-Aug	1569	277
Escherichia coli	WP_023408309.1	SAMN06909179	PDT000215975.1	NZ_NGVE01000038.1	2266	3078	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC020028	China: Sichuan		clinical	Homo sapiens	GCA_002164935.1	16-Jul	861	296
Escherichia coli	WP_023408309.1	SAMN06909176	PDT000215976.1	NZ_NGVH01000095.1	243	1055	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020016	China: Sichuan		clinical	Homo sapiens	GCA_002164955.1	16-Oct	723	307
Escherichia coli	WP_023408309.1	SAMN06909178	PDT000215977.2	NZ_CP034957.1	12026	12838	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020026	China: Sichuan		clinical	Homo sapiens	GCA_002164975.2	16-Sep	768	342
Escherichia coli	WP_023408309.1	SAMN06909175	PDT000215978.1	NZ_NGVI01000070.1	573	1385	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC7	China: Sichuan		clinical	Homo sapiens	GCA_002164985.1	16-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN06909174	PDT000215979.1	NZ_NGVJ01000053.1	2266	3078	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020005	China: Sichuan		clinical	Homo sapiens	GCA_002165005.1	16-Oct	699	329
Escherichia coli	WP_023408309.1	SAMN06909173	PDT000215980.1	NZ_NGVK01000031.1	42418	43230	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020004	China: Sichuan		clinical	Homo sapiens	GCA_002165035.1	16-Oct	812	291
Escherichia coli	WP_023408309.1	SAMN06909182	PDT000215981.1	NZ_NGVB01000045.1	2287	3099	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020066	China: Sichuan		clinical	Homo sapiens	GCA_002165045.1	17-Jan	657	264
Escherichia coli	WP_023408309.1	SAMN06909181	PDT000215982.1	NZ_NGVC01000035.1	40488	41300	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC020033	China: Sichuan		clinical	Homo sapiens	GCA_002165055.1	16-Sep	687	270
Escherichia coli	WP_023408309.1	SAMN06909177	PDT000215983.2	NZ_CP032889.1	14347	15159	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020022	China: Sichuan		clinical	Homo sapiens	GCA_002165095.2	16-Oct	534	259
Escherichia coli	WP_023408309.1	SAMN07983336	PDT000270173.1	NZ_CP024805.1	15834	16646	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	AMA1167	Denmark	liver	clinical	Homo sapiens	GCA_002803905.1	2015	0	0
Escherichia coli	WP_023408309.1	SAMN07510673	PDT000270533.3	NZ_CP027204.2	27645	28457	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC025943	"China: Sichuan, Chengdu"	Sewage	environmental/other		GCA_002811555.3	17-Apr	1062	391
Escherichia coli	WP_032495622.1	SAMN07602136	PDT000270536.1	NZ_NTBG01000070.1	2270	3082	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020076	"China: Sichuan, Chengdu"		clinical	Homo sapiens	GCA_002811605.1	2017	608	426
Escherichia coli	WP_023408309.1	SAMN07602137	PDT000270538.1	NZ_NTBF01000093.1	244	1056	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	SCEC020088	"China: Sichuan, Chengdu"		clinical	Homo sapiens	GCA_002811725.1	2017	932	352
Escherichia coli	WP_004201164.1	SAMN08116101	PDT000271762.1	NZ_PISG01000161.1	208	1020	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	2ECMBL	Peru	urine	clinical	Homo sapiens	GCA_002834345.1	17-Apr	0	0
Escherichia coli	WP_032495672.1	SAMN05928936	PDT000168791.1	NZ_MOID01000085.1	252	1064	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	590	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893005.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928938	PDT000168792.1	NZ_MOIF01000073.1	40419	41231	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	483	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893015.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928933	PDT000168793.1	NZ_MOIA01000092.1	8076	8888	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	707	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893025.1	15-May	0	0
Escherichia coli	WP_004201164.1	SAMN05928943	PDT000168794.1	NZ_MOIK01000021.1	2851	3663	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	487	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893035.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928935	PDT000168795.1	NZ_MOIC01000010.1	5726	6538	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	638	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893085.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928939	PDT000168796.1	NZ_MOIG01000069.1	40418	41230	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	484	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893105.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928942	PDT000168797.1	NZ_MOIJ01000097.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	486	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893125.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928944	PDT000168798.1	NZ_MOIL01000023.1	42361	43173	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	559	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893135.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928946	PDT000168799.1	NZ_MOIN01000083.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	489	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893165.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928945	PDT000168800.1	NZ_MOIM01000113.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	642	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893155.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928947	PDT000168801.1	NZ_MOIO01000090.1	8076	8888	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	490	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893205.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928948	PDT000168802.1	NZ_MOIP01000120.1	166	978	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	643	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893215.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928950	PDT000168803.1	NZ_MOIR01000124.1	184	996	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	552	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893225.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928951	PDT000168804.1	NZ_MOIS01000005.1	40430	41242	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	686	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893245.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928937	PDT000168805.1	NZ_MOIE01000049.1	3028	3840	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	639	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893305.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928952	PDT000168806.1	NZ_MOIT01000107.1	2208	3020	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	644	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893285.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928934	PDT000168807.1	NZ_MOIB01000149.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	637	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893315.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928940	PDT000168808.1	NZ_MOIH01000042.1	42361	43173	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	683	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893345.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928953	PDT000168809.1	NZ_MOIU01000158.1	251	1063	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	492	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893365.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928941	PDT000168810.1	NZ_MOII01000161.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	640	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893385.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928949	PDT000168811.1	NZ_MOIQ01000130.1	187	999	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	491	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893375.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928957	PDT000168812.1	NZ_MOIY01000079.1	2249	3061	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	681	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893395.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928958	PDT000168813.1	NZ_MOIZ01000025.1	7957	8769	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	494	China: Shandong	commercial chicken farm	environmental/other	fly	GCA_001893445.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN04521918	PDT000210708.1	NZ_NGSC01000004.1	16328	17140	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MGH169	"USA: Massachusetts, Boston"		clinical	Homo sapiens	GCA_002152065.1	2015	9	5
Escherichia coli	WP_004201164.1	SAMN04521928	PDT000210712.1	NZ_NGSE01000004.1	120245	121057	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MGH179	"USA: Massachusetts, Boston"		clinical	Homo sapiens	GCA_002152135.1	2015	4	5
Escherichia coli	WP_004201164.1	SAMN04521936	PDT000210722.1	NZ_NGSG01000003.1	173788	174600	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	MGH187	"USA: Massachusetts, Boston"		clinical	Homo sapiens	GCA_002153055.1	2015	10	3
Escherichia coli	WP_023408309.1	SAMN07312477	PDT000253680.1	NZ_CP023895.1	47025	47837	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	FDAARGOS_433	Canada:BC	rectal	clinical	Homo sapiens	GCA_002589795.1	15-Dec	354	585
Escherichia coli	WP_023408309.1	SAMN07344983	PDT000236048.1	NZ_NPHQ01000031.1	2316	3128	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E4903	China:Henan	blood	clinical	Homo sapiens	GCA_002265005.1	2015/10/14	0	0
Escherichia coli	WP_023408309.1	SAMN07344985	PDT000236049.1	NZ_NPHO01000082.1	289	1101	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E2239	China:Jiangsu	blood	clinical	Homo sapiens	GCA_002265025.1	2014/11/3	0	0
Escherichia coli	WP_023408309.1	SAMN07344982	PDT000236050.1	NZ_NPHR01000036.1	2316	3128	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E834	China:Henan	blood	clinical	Homo sapiens	GCA_002265035.1	2015/1/14	0	0
Escherichia coli	WP_023408309.1	SAMN07344981	PDT000236051.1	NZ_NPHS01000088.1	291	1103	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E834	China:Anhui	blood	clinical	Homo sapiens	GCA_002265155.1	2014/5/30	0	0
Escherichia coli	WP_023408309.1	SAMN07344984	PDT000236052.1	NZ_NPHP01000082.1	2316	3128	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	E4219	China:Anhui	blood	clinical	Homo sapiens	GCA_002265145.1	2015/7/24	0	0
Escherichia coli	WP_004201164.1	SAMN04299569	PDT000155059.1	NZ_CP013483.1	3791958	3792770	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	Y5	China: Zhejiang	urine	clinical	Homo sapiens	GCA_001860505.1	2013/9/28	0	0
